-,-,-
22, -103, 1076
37, -82, 1082
51, -83, 1023
65, -107, 962
46, -142, 983
44, -131, 1025
44, -131, 1025
39, -118, 1080
48, -105, 1095
65, -102, 1040
61, -100, 1049
46, -99, 1017
52, -95, 1005
52, -95, 1005
56, -108, 1049
63, -131, 1073
56, -122, 1056
59, -116, 1018
56, -109, 993
57, -121, 1013
59, -125, 1070
59, -125, 1070
66, -149, 1047
63, -137, 1015
59, -114, 1051
65, -109, 1042
64, -117, 1029
57, -140, 1009
51, -130, 1042
50, -110, 1052
50, -110, 1052
59, -109, 1029
72, -112, 1007
64, -110, 1001
55, -141, 1060
66, -152, 1092
81, -144, 1038
84, -173, 972
77, -195, 1043
77, -195, 1043
73, -189, 1064
63, -147, 1006
73, -155, 961
76, -159, 1062
74, -149, 1080
69, -154, 1038
67, -160, 1025
67, -160, 1025
67, -145, 1043
73, -127, 1059
73, -146, 1032
86, -172, 1033
103, -191, 1082
99, -165, 1085
98, -166, 1084
110, -170, 1102
109, -159, 1109
109, -159, 1109
100, -157, 1109
99, -141, 1092
108, -126, 1105
98, -111, 1173
98, -132, 1155
89, -98, 1138
86, -67, 1124
92, -54, 1103
92, -54, 1103
88, -98, 1117
96, -114, 1149
91, -105, 1118
92, -90, 1133
88, -120, 1145
99, -109, 1162
99, -109, 1162
77, -101, 1100
68, -73, 1067
78, -96, 1108
69, -61, 1126
53, -36, 1106
44, -20, 1117
44, -20, 1117
52, -19, 1171
58, -2, 1150
32, 19, 1129
6, 36, 1148
6, 36, 1148
-21, 61, 1168
-32, 88, 1109
-30, 104, 1055
-38, 86, 1037
-38, 86, 1037
-48, 44, 1084
-47, 10, 1081
-50, 53, 983
-78, 79, 988
-101, 104, 1051
-101, 104, 1051
-116, 132, 1079
-112, 135, 1039
-115, 148, 941
-141, 122, 904
-165, 113, 923
-157, 153, 972
-142, 164, 1018
-152, 170, 930
-172, 133, 894
-164, 113, 956
-164, 113, 956
-169, 165, 971
-191, 214, 992
-205, 214, 966
-201, 158, 955
-195, 121, 941
-201, 107, 922
-222, 121, 937
-244, 150, 906
-244, 150, 906
-261, 175, 968
-259, 144, 965
-261, 118, 946
-256, 92, 885
-261, 53, 911
-258, 71, 941
-258, 71, 941
-263, 66, 926
-263, 31, 911
-266, -4, 862
-276, -34, 855
-275, -33, 880
-285, -9, 872
-285, -9, 872
-287, 30, 874
-280, 15, 870
-279, -38, 842
-275, -54, 816
-274, -24, 843
-265, -31, 837
-265, -31, 837
-263, -27, 769
-272, -64, 746
-285, -85, 741
-275, -45, 730
-260, -46, 810
-233, -76, 836
-219, -97, 819
-217, -77, 829
-217, -77, 829
-201, -80, 905
-182, -73, 965
-173, -56, 923
-167, -31, 892
-173, -43, 932
-170, -82, 941
-140, -132, 907
-108, -133, 898
-103, -74, 952
-103, -74, 952
-126, -67, 1032
-127, -100, 1016
-90, -110, 980
-50, -101, 1052
-58, -131, 1133
-66, -179, 1105
-45, -147, 1073
-14, -119, 1131
8, -164, 1135
-15, -213, 1106
-57, -209, 1106
-64, -114, 1124
-64, -114, 1124
-18, -103, 1165
6, -152, 1138
-14, -180, 1121
-29, -221, 1102
-15, -224, 1113
26, -211, 1076
31, -190, 1085
7, -184, 1124
-3, -186, 1093
15, -183, 1039
15, -183, 1039
10, -181, 950
18, -142, 1006
24, -129, 1088
26, -135, 1095
26, -104, 1050
52, -101, 1088
81, -126, 1153
81, -126, 1153
88, -154, 1162
83, -130, 1156
76, -89, 1197
86, -73, 1201
92, -125, 1135
74, -160, 1115
76, -180, 1164
76, -180, 1164
81, -159, 1176
91, -164, 1130
90, -157, 1112
83, -138, 1168
85, -144, 1133
74, -137, 1104
72, -107, 1103
73, -76, 1125
73, -76, 1125
88, -55, 1108
97, -74, 1066
101, -102, 1068
98, -111, 1038
91, -76, 1014
80, -35, 1004
80, -35, 1004
73, -22, 1010
74, -13, 998
73, -7, 993
84, -32, 986
84, -32, 986
87, -59, 990
88, -83, 1012
88, -93, 1027
95, -113, 1021
95, -113, 1021
103, -130, 1011
94, -146, 1052
89, -149, 1056
81, -154, 1057
71, -138, 1029
70, -142, 1028
74, -154, 1072
-,-,-
-5, -123, 1007
-30, -131, 1088
-30, -131, 1088
-11, -116, 1111
-2, -104, 1081
8, -139, 1052
6, -106, 999
-12, -130, 1022
-24, -140, 1076
-3, -148, 1074
15, -166, 1022
29, -209, 957
29, -209, 957
14, -241, 984
4, -252, 1021
11, -272, 1017
26, -282, 960
33, -348, 947
33, -348, 947
23, -381, 991
13, -345, 995
12, -300, 1010
5, -289, 1000
3, -283, 1020
3, -283, 1020
4, -259, 1070
2, -253, 1080
12, -236, 1079
8, -234, 1107
14, -243, 1158
20, -233, 1162
20, -233, 1162
28, -234, 1172
35, -225, 1188
39, -224, 1237
50, -202, 1213
41, -188, 1183
44, -200, 1222
57, -183, 1286
58, -146, 1266
58, -146, 1266
33, -136, 1241
15, -141, 1212
20, -110, 1178
22, -129, 1144
32, -143, 1149
16, -114, 1088
-10, -55, 1087
-33, -37, 1026
-33, -37, 1026
-62, -7, 981
-73, 37, 1018
-72, 99, 1028
-72, 141, 1063
-77, 174, 1056
-84, 151, 1074
-84, 151, 1074
-61, 131, 1078
-26, 130, 1154
-32, 176, 1135
-75, 222, 1062
-102, 232, 1053
-81, 172, 1091
-48, 187, 1057
-69, 155, 967
-69, 155, 967
-97, 126, 989
-119, 102, 937
-115, 147, 981
-125, 131, 927
-132, 98, 880
-136, 80, 865
-136, 80, 865
-144, 38, 853
-175, 47, 765
-179, 78, 879
-169, 33, 932
-146, 154, 1112
-146, 154, 1112
-124, 116, 1112
-142, 51, 1024
-143, 18, 1008
-150, -4, 994
-169, 31, 1014
-210, 64, 986
-233, 57, 965
-238, 10, 958
-238, 10, 958
-265, 12, 926
-293, 1, 929
-294, -3, 974
-284, -22, 983
-284, -22, 984
-290, 36, 984
-315, 106, 990
-327, 73, 995
-303, 41, 970
-286, -6, 930
-297, 20, 897
-297, 20, 897
-306, 48, 870
-282, 42, 891
-252, 16, 889
-254, -17, 848
-264, -33, 893
-242, -13, 896
-242, -13, 896
-224, 5, 833
-242, -27, 855
-247, -70, 902
-236, -70, 931
-235, -72, 842
-263, -83, 800
-272, -80, 787
-272, -80, 787
-240, -109, 818
-221, -123, 822
-238, -160, 816
-253, -162, 746
-211, -161, 728
-150, -198, 799
-169, -232, 796
-241, -218, 766
-283, -143, 733
-235, -108, 890
-184, -134, 924
-184, -146, 869
-176, -182, 937
